Rank,Ticker,Name,Sector,Industry,Index,AI_Score,Technical,Fundamental,Sentiment,RSI_Sentiment,Analyst_Sentiment,Upside_Sentiment,News_Sentiment,Sentiment_Source,Risk,RSI,MACD_Hist,Above_SMA50,Above_SMA200,Golden_Cross,Short_Interest,Insider_Buying,MarketCap
404,MPWR,Monolithic Power Systems,Technology,Semiconductors,SP500,6.61,6.93,6.61,6.43,6.15,,7.54,,rsi+upside,6.09,54.59,-13.5866,1,1,0,,False,69633908736.0
405,KDP,Keurig Dr Pepper,Consumer Defensive,Beverages - Non-Alcoholic,SP500,6.61,8.17,5.59,8.27,9.21,7.35,6.36,,rsi+analyst+upside,5.44,66.84,0.049,1,1,0,,False,42585509888.0
406,FLUT,Flutter Entertainment,Consumer Cyclical,Gambling,Russell1000,6.61,5.86,6.15,8.99,8.9,8.27,10.0,,rsi+analyst+upside,7.91,65.61,1.1988,1,0,0,,False,19197167616.0
407,XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,SP500,6.61,5.74,6.13,7.46,6.53,7.72,10.0,,rsi+analyst+upside,9.19,56.14,0.5608,0,0,0,,False,26108252160.0
408,TROW,T. Rowe Price,Financial Services,Asset Management,SP500,6.6,6.88,6.44,7.38,8.45,,3.1,,rsi+upside,6.03,63.79,-0.018,1,1,0,,False,22476566528.0
409,EQR,Equity Residential,Real Estate,REIT - Residential,SP500,6.6,8.4,4.89,7.5,8.28,6.79,5.86,,rsi+analyst+upside,7.51,63.1,0.0459,1,1,0,,False,26231066624.0
410,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,SP500,6.6,6.03,7.65,3.21,1.75,5.89,4.93,,rsi+analyst+upside,6.84,37.01,-1.0963,1,1,0,,False,47188320256.0
411,LIN,Linde plc,Basic Materials,Specialty Chemicals,SP500,6.6,6.6,6.48,5.01,3.4,8.43,6.43,,rsi+analyst+upside,8.02,43.61,-0.4801,1,1,0,,False,238217494528.0
412,PCAR,Paccar,Industrials,Farm & Heavy Construction Machinery,SP500,6.6,8.34,4.57,7.59,8.47,6.45,6.08,,rsi+analyst+upside,8.57,63.9,1.1739,1,1,0,,False,62038622208.0
413,LRCX,Lam Research,Technology,Semiconductor Equipment & Materials,SP500,6.59,6.99,6.86,7.96,8.93,8.68,4.36,,rsi+analyst+upside,4.09,65.71,-0.3545,1,1,0,,False,387001679872.0
414,VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,SP500,6.59,4.01,7.8,8.14,7.26,8.95,10.0,,rsi+analyst+upside,7.07,59.03,-0.2054,0,0,0,,False,47788867584.0
415,TEM,Tempus AI,Healthcare,Health Information Services,Russell1000,6.58,5.03,6.5,7.74,7.11,7.35,10.0,,rsi+analyst+upside,9.16,58.43,0.2188,0,0,0,,False,8212395008.0
416,EGP,EastGroup Properties,Real Estate,REIT - Industrial,Russell1000,6.58,5.57,7.09,4.25,2.25,8.03,6.48,,rsi+analyst+upside,8.65,39.01,-1.0464,0,1,0,,False,10872263680.0
417,PCTY,Paylocity,Technology,Software - Application,Russell1000,6.58,4.7,7.56,6.53,4.66,8.69,10.0,,rsi+analyst+upside,7.39,48.62,-0.1294,1,0,0,,False,6019154944.0
418,SFD,Smithfield Foods,Consumer Defensive,Packaged Foods,Russell1000,6.58,7.29,5.02,7.33,6.62,8.57,8.24,,rsi+analyst+upside,9.35,56.48,0.087,0,1,0,,False,10596342784.0
419,STWD,Starwood Property Trust,Real Estate,REIT - Mortgage,Russell1000,6.57,4.51,7.16,5.68,4.06,7.78,8.44,,rsi+analyst+upside,9.49,46.26,-0.0085,0,0,0,,False,6507764224.0
420,NNN,NNN Reit,Real Estate,REIT - Retail,Russell1000,6.57,6.89,5.87,6.09,6.56,5.29,5.45,,rsi+analyst+upside,8.34,56.25,-0.0217,1,1,0,,False,8777099264.0
421,MTD,Mettler Toledo,Healthcare,Diagnostics & Research,SP500,6.57,5.77,6.53,8.0,8.3,7.31,7.77,,rsi+analyst+upside,7.36,63.21,11.5391,0,0,0,,False,23403229184.0
422,APP,AppLovin,Communication Services,Advertising Agencies,SP500,6.56,7.83,7.07,8.66,8.98,8.83,7.5,,rsi+analyst+upside,1.13,65.94,0.7504,1,1,0,,False,170630397952.0
423,ADBE,Adobe Inc.,Technology,Software - Application,SP500,6.56,5.2,7.46,5.37,3.49,6.38,10.0,,rsi+analyst+upside,7.37,43.94,0.002,0,0,0,,False,94691934208.0
424,SAIC,SAIC,Technology,Information Technology Services,Russell1000,6.56,8.71,5.75,8.31,10.0,5.45,6.12,,rsi+analyst+upside,3.55,79.15,1.5384,1,1,1,,False,4732467200.0
425,RVTY,Revvity,Healthcare,Diagnostics & Research,SP500,6.55,6.56,5.72,7.38,7.55,7.03,7.22,,rsi+analyst+upside,8.45,60.19,-0.0153,1,1,0,,False,11369057280.0
426,MAN,ManpowerGroup,Industrials,Staffing & Employment Services,Russell1000,6.55,7.74,5.29,8.65,10.0,6.46,6.81,,rsi+analyst+upside,6.55,71.23,0.4631,1,1,0,,False,1492420736.0
427,TXRH,Texas Roadhouse,Consumer Cyclical,Restaurants,Russell1000,6.55,5.17,7.38,4.65,2.65,7.32,8.0,,rsi+analyst+upside,8.1,40.58,-1.7153,1,0,0,,False,10926233600.0
428,DRS,Leonardo DRS,Industrials,Aerospace & Defense,Russell1000,6.54,8.24,5.79,8.58,8.91,,7.27,,rsi+upside,4.04,65.65,0.1151,1,1,0,,False,12300399616.0
429,NVT,nVent Electric,Industrials,Electrical Equipment & Parts,Russell1000,6.54,6.97,5.76,6.75,5.89,9.11,6.98,,rsi+analyst+upside,7.86,53.55,-1.5537,1,1,0,,False,25451565056.0
430,CI,Cigna,Healthcare,Healthcare Plans,SP500,6.54,9.16,4.86,6.85,5.9,8.65,7.93,,rsi+analyst+upside,6.15,53.59,0.258,1,1,1,,False,77051674624.0
431,RIVN,Rivian,Consumer Cyclical,Auto Manufacturers,Russell1000,6.54,7.64,5.97,8.47,10.0,6.06,6.3,,rsi+analyst+upside,4.76,71.2,0.3252,1,1,0,,False,20592857088.0
432,MTSI,MACOM Technology Solutions,Technology,Semiconductors,Russell1000,6.54,6.73,6.48,6.24,5.34,8.5,6.68,,rsi+analyst+upside,6.55,51.35,-6.7527,1,1,0,,False,25557559296.0
433,WH,Wyndham Hotels & Resorts,Consumer Cyclical,Lodging,Russell1000,6.53,7.19,5.53,7.02,5.75,8.53,9.31,,rsi+analyst+upside,7.89,53.0,0.0523,0,1,0,,False,6015414272.0
434,PNR,Pentair,Industrials,Specialty Industrial Machinery,SP500,6.53,5.48,6.35,6.06,4.22,7.63,10.0,,rsi+analyst+upside,9.46,46.88,0.5504,0,0,0,,False,11873966080.0
435,EVRG,Evergy,Utilities,Utilities - Regulated Electric,SP500,6.53,5.85,6.75,6.12,5.44,7.5,6.79,,rsi+analyst+upside,7.49,51.76,-0.0998,0,1,0,,False,19074953216.0
436,HD,Home Depot (The),Consumer Cyclical,Home Improvement Retail,SP500,6.52,5.77,5.98,8.32,8.53,7.78,8.25,,rsi+analyst+upside,8.46,64.12,1.0848,0,0,0,,False,319825182720.0
437,SARO,StandardAero,Industrials,Aerospace & Defense,Russell1000,6.52,4.22,7.16,6.01,3.82,8.57,10.0,,rsi+analyst+upside,9.53,45.27,-0.2159,0,0,0,,False,8273565184.0
438,AVGO,Broadcom,Technology,Semiconductors,SP500,6.52,5.47,7.12,5.9,3.45,9.17,10.0,,rsi+analyst+upside,7.21,43.8,-5.6594,0,1,0,,False,1768493285376.0
439,SBAC,SBA Communications,Real Estate,REIT - Specialty,SP500,6.52,5.55,6.31,5.63,4.45,6.9,7.92,,rsi+analyst+upside,9.67,47.79,-0.1273,0,1,0,,False,21701554176.0
440,OZK,Bank OZK,Financial Services,Banks - Regional,Russell1000,6.51,8.32,4.42,8.83,9.58,,5.81,,rsi+upside,7.63,68.32,0.1716,1,1,0,,False,5506326528.0
441,NTNX,Nutanix,Technology,Software - Infrastructure,Russell1000,6.51,6.45,6.22,7.11,7.24,7.21,6.66,,rsi+analyst+upside,7.13,58.94,0.3121,1,0,0,,False,13374783488.0
442,DTM,DT Midstream,Energy,Oil & Gas Midstream,Russell1000,6.51,6.11,7.28,3.25,1.06,6.56,6.51,,rsi+analyst+upside,7.14,34.24,-0.9386,1,1,0,,False,14392152064.0
443,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,SP500,6.51,6.52,5.68,9.8,10.0,9.0,10.0,,rsi+analyst+upside,6.81,73.6,2.0333,1,0,0,,False,132703453184.0
444,DPZ,Domino's,Consumer Cyclical,Restaurants,SP500,6.51,5.62,6.0,7.61,6.96,7.34,9.83,,rsi+analyst+upside,9.07,57.84,2.1368,0,0,0,,False,10598728704.0
445,FRPT,Freshpet,Consumer Defensive,Packaged Foods,Russell1000,6.5,5.51,7.06,7.95,7.44,,10.0,,rsi+upside,5.84,59.75,0.564,0,0,0,,False,2536259584.0
446,SWK,Stanley Black & Decker,Industrials,Tools & Accessories,SP500,6.5,8.12,4.75,8.1,8.86,6.39,7.55,,rsi+analyst+upside,7.45,65.43,0.0436,1,1,0,,False,12164398080.0
447,COR,Cencora,Healthcare,Medical Distribution,SP500,6.5,5.57,6.59,8.77,8.43,8.57,10.0,,rsi+analyst+upside,6.57,63.72,2.9664,0,0,0,,False,54115213312.0
448,TGT,Target Corporation,Consumer Defensive,Discount Stores,SP500,6.5,5.61,6.17,5.59,5.26,6.12,6.03,,rsi+analyst+upside,9.85,51.05,-0.3344,0,1,0,,False,57194016768.0
449,SUI,Sun Communities,Real Estate,REIT - Residential,Russell1000,6.5,6.45,5.81,6.35,5.42,7.78,7.7,,rsi+analyst+upside,8.8,51.67,0.023,0,0,0,,False,15935292416.0
450,RGA,Reinsurance Group of America,Financial Services,Insurance - Reinsurance,Russell1000,6.49,5.06,8.21,3.96,1.19,7.0,9.23,,rsi+analyst+upside,5.88,34.77,-0.9218,0,1,0,,False,13438715904.0
451,S,SentinelOne,Technology,Software - Infrastructure,Russell1000,6.48,5.82,6.87,4.5,1.91,7.97,8.79,,rsi+analyst+upside,7.93,37.66,-0.3457,1,1,0,,False,5094097408.0
452,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,SP500,6.48,5.28,7.15,4.89,2.26,8.86,8.83,,rsi+analyst+upside,7.94,39.03,-1.9568,0,1,0,,False,97984323584.0
453,AR,Antero Resources,Energy,Oil & Gas E&P,Russell1000,6.48,4.71,8.62,4.3,1.13,8.12,10.0,,rsi+analyst+upside,5.07,34.53,-0.0304,0,1,0,,False,10776095744.0
454,M,"Macy's, Inc.",Consumer Cyclical,Department Stores,Russell1000,6.47,8.07,5.52,7.83,10.0,5.0,4.15,,rsi+analyst+upside,5.25,72.37,0.1651,1,1,0,,False,5715814400.0
455,CIEN,Ciena,Technology,Communication Equipment,SP500,6.47,5.54,6.94,4.96,2.97,7.38,8.51,,rsi+analyst+upside,7.97,41.86,-15.089,0,1,0,,False,59599446016.0
456,AMKR,Amkor Technology,Technology,Semiconductor Equipment & Materials,Russell1000,6.46,6.64,7.46,5.98,5.78,,6.76,,rsi+upside,3.4,53.13,-0.6565,1,1,0,,False,16431468544.0
457,BYD,Boyd Gaming,Consumer Cyclical,Resorts & Casinos,Russell1000,6.46,8.63,4.18,8.6,10.0,6.62,6.38,,rsi+analyst+upside,7.53,70.15,0.8553,1,1,0,,False,6437363712.0
458,GEHC,GE HealthCare,Healthcare,Medical Devices,SP500,6.46,5.8,5.97,9.13,9.63,7.92,8.88,,rsi+analyst+upside,7.46,68.5,0.4983,0,0,0,,False,29699885056.0
459,PWR,Quanta Services,Industrials,Engineering & Construction,SP500,6.46,6.21,6.96,2.68,2.68,,,,rsi_only,8.0,40.7,-8.8572,1,1,0,,False,100927455232.0
460,MO,Altria,Consumer Defensive,Tobacco,SP500,6.46,6.35,7.19,3.5,2.29,5.96,4.68,,rsi+analyst+upside,6.42,39.16,-0.2874,1,1,0,,False,120482652160.0
461,PFE,Pfizer,Healthcare,Drug Manufacturers - General,SP500,6.45,7.41,5.97,6.43,6.15,6.38,7.32,,rsi+analyst+upside,6.01,54.6,0.0166,0,1,0,,False,147359121408.0
462,LSCC,Lattice Semiconductor,Technology,Semiconductors,Russell1000,6.45,6.74,6.53,7.95,8.58,,5.47,,rsi+upside,4.63,64.31,-0.8325,1,1,0,,False,17957619712.0
463,IDXX,Idexx Laboratories,Healthcare,Diagnostics & Research,SP500,6.45,5.61,6.77,7.73,7.37,7.17,9.39,,rsi+analyst+upside,6.34,59.47,2.0564,0,0,0,,False,45039038464.0
464,SYY,Sysco,Consumer Defensive,Food Distribution,SP500,6.45,6.99,5.59,7.64,7.91,7.21,7.26,,rsi+analyst+upside,7.13,61.65,0.2034,1,0,0,,False,37255208960.0
465,ARES,Ares Management,Financial Services,Asset Management,SP500,6.44,5.05,7.19,6.53,6.3,,7.43,,rsi+upside,6.9,55.2,-0.2759,1,0,0,,False,42078535680.0
466,TDC,Teradata,Technology,Software - Infrastructure,Russell1000,6.44,6.57,6.12,5.76,5.99,,4.81,,rsi+upside,7.59,53.97,-0.1514,1,1,0,,False,3062484224.0
467,MU,Micron Technology,Technology,Semiconductors,SP500,6.44,6.68,7.42,7.51,9.58,8.81,0.0,,rsi+analyst+upside,2.3,68.32,-2.9565,1,1,0,,False,972693176320.0
468,PCOR,Procore,Technology,Software - Application,Russell1000,6.44,5.35,6.48,6.45,4.69,8.18,10.0,,rsi+analyst+upside,8.49,48.77,0.2641,0,0,0,,False,6793831936.0
469,PAYC,Paycom,Technology,Software - Application,Russell1000,6.44,4.54,7.27,5.2,4.19,6.5,6.93,,rsi+analyst+upside,8.61,46.74,-0.5459,1,0,0,,False,6231944704.0
470,KNSL,Kinsale Capital Group,Financial Services,Insurance - Property & Casualty,Russell1000,6.44,4.74,8.02,2.64,0.18,4.58,8.1,,rsi+analyst+upside,7.64,30.71,0.4982,0,0,0,,False,7015018496.0
471,ULTA,Ulta Beauty,Consumer Cyclical,Specialty Retail,SP500,6.43,3.68,7.72,5.56,3.28,7.96,10.0,,rsi+analyst+upside,8.61,43.12,-3.0384,0,0,0,,False,20385961984.0
472,OMF,OneMain Financial,Financial Services,Credit Services,Russell1000,6.43,6.02,5.87,6.77,5.66,7.66,9.23,,rsi+analyst+upside,8.71,52.64,0.127,0,0,0,,False,6371532288.0
473,FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,Russell1000,6.43,4.88,7.86,3.76,1.47,7.61,6.76,,rsi+analyst+upside,7.02,35.9,-0.2895,0,1,0,,False,26697078784.0
474,MSI,Motorola Solutions,Technology,Communication Equipment,SP500,6.43,5.91,5.92,6.11,4.35,8.39,9.09,,rsi+analyst+upside,9.19,47.42,1.8896,0,0,0,,False,67890532352.0
475,RTX,RTX Corporation,Industrials,Aerospace & Defense,SP500,6.43,6.06,6.69,7.14,6.43,7.93,8.46,,rsi+analyst+upside,5.96,55.74,0.9352,0,0,0,,False,244072906752.0
476,RRC,Range Resources,Energy,Oil & Gas E&P,Russell1000,6.43,4.85,8.68,3.01,0.23,5.87,8.5,,rsi+analyst+upside,5.11,30.9,-0.0904,0,1,0,,False,9102088192.0
477,FLEX,Flex Ltd.,Technology,Electronic Components,Russell1000,6.43,6.85,6.11,8.69,9.51,8.86,6.06,,rsi+analyst+upside,5.01,68.03,-0.7886,1,1,0,,False,51426639872.0
478,HIW,Highwoods Properties,Real Estate,REIT - Office,Russell1000,6.42,7.7,5.35,7.72,10.0,6.0,2.62,,rsi+analyst+upside,6.18,82.59,0.1558,1,1,0,,False,3303235584.0
479,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,SP500,6.42,8.33,5.33,6.95,6.92,7.5,6.49,,rsi+analyst+upside,5.51,57.69,0.6067,1,1,0,,False,570053033984.0
480,CPT,Camden Property Trust,Real Estate,REIT - Residential,SP500,6.41,9.02,4.49,8.25,10.0,6.25,4.98,,rsi+analyst+upside,5.76,83.12,0.5962,1,1,1,,False,11382536192.0
481,ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,Russell1000,6.41,5.37,6.65,5.91,3.78,8.5,9.7,,rsi+analyst+upside,8.14,45.11,-0.1508,0,1,0,,False,16916389888.0
482,SLM,Sallie Mae,Financial Services,Credit Services,Russell1000,6.41,6.61,5.09,8.07,7.69,7.5,9.79,,rsi+analyst+upside,8.86,60.77,0.0714,1,0,0,,False,4290490624.0
483,AMZN,Amazon,Consumer Cyclical,Internet Retail,SP500,6.41,5.02,7.84,4.4,1.09,9.13,9.59,,rsi+analyst+upside,6.22,34.37,-3.6688,0,1,0,,False,2603650646016.0
484,YETI,Yeti Holdings,Consumer Cyclical,Leisure,Russell1000,6.4,8.28,5.35,8.76,10.0,7.5,6.28,,rsi+analyst+upside,4.25,70.5,0.1355,1,1,0,,False,3668975360.0
485,ELAN,Elanco,Healthcare,Drug Manufacturers - Specialty & Generic,Russell1000,6.4,7.64,5.72,9.62,10.0,8.82,9.3,,rsi+analyst+upside,3.79,77.29,0.2334,1,1,0,,False,12024248320.0
486,LITE,Lumentum,Technology,Communication Equipment,SP500,6.4,6.53,5.89,6.64,5.21,8.54,9.05,,rsi+analyst+upside,7.52,50.84,-7.4564,1,1,0,,False,61095559168.0
487,UI,Ubiquiti,Technology,Communication Equipment,Russell1000,6.4,4.97,7.82,2.59,2.59,,,,rsi_only,7.54,40.35,5.3302,0,0,0,,False,32957300736.0
488,KRC,Kilroy Realty,Real Estate,REIT - Office,Russell1000,6.4,8.47,4.6,7.79,10.0,5.0,3.94,,rsi+analyst+upside,6.74,74.38,0.2244,1,1,0,,False,4523898368.0
489,MCK,McKesson Corporation,Healthcare,Medical Distribution,SP500,6.4,5.59,7.09,6.03,4.11,8.82,8.98,,rsi+analyst+upside,6.22,46.44,5.8245,0,0,0,,False,93675012096.0
490,VRSK,Verisk Analytics,Industrials,Consulting Services,SP500,6.4,6.4,5.77,8.2,8.43,6.84,8.86,,rsi+analyst+upside,7.1,63.73,1.4694,1,0,0,,False,24025475072.0
491,MRK,Merck & Co.,Healthcare,Drug Manufacturers - General,SP500,6.4,8.54,5.19,7.65,7.96,7.93,6.43,,rsi+analyst+upside,4.91,61.84,0.3833,1,1,0,,False,296872902656.0
492,RBA,RB Global,Industrials,Specialty Business Services,Russell1000,6.39,5.57,6.47,7.2,6.39,8.12,8.7,,rsi+analyst+upside,7.27,55.54,-0.0224,1,0,0,,False,19645333504.0
493,LOAR,Loar Holdings,Industrials,Aerospace & Defense,Russell1000,6.39,6.83,5.34,8.8,8.5,,10.0,,rsi+upside,7.04,64.0,0.1759,1,0,0,,False,5976518144.0
494,SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,SP500,6.38,6.95,5.43,5.86,4.72,8.45,6.67,,rsi+analyst+upside,8.43,48.89,-0.1214,1,1,0,,False,81854406656.0
495,NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,SP500,6.38,3.81,8.17,3.62,0.35,8.24,8.78,,rsi+analyst+upside,8.01,31.42,-0.6028,0,0,0,,False,49423007744.0
496,UHAL-B,U-Haul (Series N),Industrials,Rental & Leasing Services,Russell1000,6.38,8.11,4.25,10.0,10.0,,,,rsi_only,6.88,74.39,0.4939,1,1,0,,False,10371791872.0
497,XPO,"XPO, Inc.",Industrials,Trucking,Russell1000,6.38,8.26,5.31,8.58,10.0,7.93,4.98,,rsi+analyst+upside,4.34,74.69,1.5964,1,1,0,,False,25712787456.0
498,ESI,Element Solutions,Basic Materials,Specialty Chemicals,Russell1000,6.38,6.63,5.44,6.68,5.39,9.25,7.97,,rsi+analyst+upside,8.55,51.57,-0.3729,1,1,0,,False,9605432320.0
499,UHAL,U-Haul,Industrials,Rental & Leasing Services,Russell1000,6.38,8.18,4.25,10.0,10.0,,,,rsi_only,6.74,75.85,0.6049,1,1,0,,False,11526907904.0
500,YUM,Yum! Brands,Consumer Cyclical,Restaurants,SP500,6.38,4.36,8.04,4.37,2.29,6.94,8.04,,rsi+analyst+upside,6.79,39.17,-0.0467,0,0,0,,False,41944035328.0
501,ELV,Elevance Health,Healthcare,Healthcare Plans,SP500,6.38,7.0,5.48,7.54,8.35,8.07,4.59,,rsi+analyst+upside,7.07,63.39,-0.022,1,1,0,,False,91542634496.0
502,LNT,Alliant Energy,Utilities,Utilities - Regulated Electric,SP500,6.38,5.95,6.39,5.73,4.61,8.08,6.72,,rsi+analyst+upside,7.6,48.44,-0.1026,0,1,0,,False,18784489472.0
503,MUSA,Murphy USA,Consumer Cyclical,Specialty Retail,Russell1000,6.38,6.34,7.15,4.06,2.89,6.25,5.36,,rsi+analyst+upside,5.68,41.55,-1.1036,1,1,0,,False,10133016576.0
504,VTRS,Viatris,Healthcare,Drug Manufacturers - Specialty & Generic,SP500,6.37,6.46,5.85,4.79,3.15,7.27,7.22,,rsi+analyst+upside,8.77,42.61,-0.1418,1,1,0,,False,18609551360.0
505,WAL,Western Alliance Bancorporation,Financial Services,Banks - Regional,Russell1000,6.37,6.96,5.42,7.62,7.75,8.0,6.86,,rsi+analyst+upside,7.2,60.99,0.1768,1,0,0,,False,8794881024.0
506,IR,Ingersoll Rand,Industrials,Specialty Industrial Machinery,SP500,6.36,5.89,5.76,7.9,7.41,7.5,9.77,,rsi+analyst+upside,8.06,59.63,0.5931,0,0,0,,False,28442361856.0
507,TLN,Talen Energy,Utilities,Utilities - Independent Power Producers,Russell1000,6.36,5.28,6.8,8.94,8.65,8.75,9.99,,rsi+analyst+upside,5.52,64.59,-0.8026,1,0,0,,False,15757466624.0
508,EIX,Edison International,Utilities,Utilities - Regulated Electric,SP500,6.36,8.25,4.62,6.85,7.07,,5.97,,rsi+upside,7.48,58.26,0.1867,1,1,0,,False,27511613440.0
509,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,SP500,6.36,3.57,8.29,3.73,0.0,8.67,10.0,,rsi+analyst+upside,7.89,29.62,-0.1652,0,0,0,,False,14348024832.0
510,URI,United Rentals,Industrials,Rental & Leasing Services,SP500,6.35,7.75,6.12,8.61,10.0,8.07,4.98,,rsi+analyst+upside,2.75,81.52,8.5484,1,1,0,,False,67364159488.0
511,NEM,Newmont,Basic Materials,Gold,SP500,6.35,3.77,8.72,4.38,1.16,8.41,10.0,,rsi+analyst+upside,5.74,34.63,-0.9558,0,0,0,,False,101961965568.0
512,GPN,Global Payments,Industrials,Specialty Business Services,SP500,6.35,3.8,7.94,4.7,2.3,6.59,10.0,,rsi+analyst+upside,7.76,39.2,-0.8592,0,0,0,,False,17354969088.0
513,KEX,Kirby Corporation,Industrials,Marine Shipping,Russell1000,6.35,5.16,6.96,4.79,2.01,10.0,7.91,,rsi+analyst+upside,7.93,38.06,-0.4589,0,1,0,,False,7596232192.0
514,APTV,Aptiv,Consumer Cyclical,Auto Parts,SP500,6.34,6.51,5.73,9.2,10.0,8.93,7.06,,rsi+analyst+upside,5.91,74.23,1.4111,1,0,0,,False,14111913984.0
515,DRI,Darden Restaurants,Consumer Cyclical,Restaurants,SP500,6.34,5.67,6.33,6.58,5.88,7.76,7.52,,rsi+analyst+upside,7.58,53.53,-0.5257,0,1,0,,False,22912153600.0
516,EXC,Exelon,Utilities,Utilities - Regulated Electric,SP500,6.34,6.14,6.43,6.83,7.33,5.45,6.69,,rsi+analyst+upside,6.12,59.32,0.1248,0,0,0,,False,46632710144.0
517,UNH,UnitedHealth Group,Healthcare,Healthcare Plans,SP500,6.34,6.93,5.45,7.31,7.76,8.39,4.89,,rsi+analyst+upside,7.15,61.03,-0.5564,1,1,0,,False,372216594432.0
518,CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling,Russell1000,6.34,5.66,6.2,6.44,4.27,9.38,10.0,,rsi+analyst+upside,8.09,47.1,0.2034,0,0,0,,False,6180722176.0
519,EQT,EQT Corporation,Energy,Oil & Gas E&P,SP500,6.34,3.72,8.78,3.9,0.36,8.44,10.0,,rsi+analyst+upside,5.86,31.42,-0.2277,0,0,0,,False,33131571200.0
520,ORLY,O’Reilly Automotive,Consumer Cyclical,Auto Parts,SP500,6.33,5.62,7.05,4.89,2.29,8.61,8.97,,rsi+analyst+upside,6.53,39.15,0.0086,0,0,0,,False,74799824896.0
521,NVDA,Nvidia,Technology,Semiconductors,SP500,6.33,6.18,7.79,5.29,2.39,9.27,10.0,,rsi+analyst+upside,2.95,39.55,-2.1275,1,1,0,,False,4864545390592.0
522,NWL,Newell Brands,Consumer Defensive,Household & Personal Products,Russell1000,6.33,8.01,3.98,9.01,9.29,,7.88,,rsi+upside,8.27,67.15,0.0615,1,1,0,,False,1867557504.0
523,ALGM,Allegro MicroSystems,Technology,Semiconductors,Russell1000,6.33,6.66,6.52,7.87,7.61,9.38,7.15,,rsi+analyst+upside,4.07,60.44,-0.1244,1,1,0,,False,8182611968.0
524,PFG,Principal Financial Group,Financial Services,Asset Management,SP500,6.33,6.9,5.09,7.39,8.2,,4.16,,rsi+upside,8.2,62.78,-0.0388,1,1,0,,False,22778505216.0
525,PGR,Progressive Corporation,Financial Services,Insurance - Property & Casualty,SP500,6.32,6.52,6.63,4.99,3.79,6.0,7.57,,rsi+analyst+upside,5.87,45.18,0.4923,1,0,0,,False,118333808640.0
526,UGI,UGI Corporation,Utilities,Utilities - Regulated Gas,Russell1000,6.32,5.9,5.54,6.08,5.31,,9.15,,rsi+upside,9.63,51.26,0.0704,0,0,0,,False,7484484608.0
527,ETR,Entergy,Utilities,Utilities - Regulated Electric,SP500,6.32,5.49,6.81,5.44,4.01,8.02,7.13,,rsi+analyst+upside,7.09,46.06,-0.1925,0,1,0,,False,50166083584.0
528,FRHC,Freedom Holding,Financial Services,Financial Conglomerates,Russell1000,6.32,5.69,6.65,4.18,4.18,,,,rsi_only,8.0,46.71,0.438,0,0,0,,False,8271433728.0
529,WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,SP500,6.32,7.44,5.81,8.44,10.0,6.82,5.37,,rsi+analyst+upside,4.2,82.39,1.6197,1,1,0,,False,24648486912.0
530,WTRG,Essential Utilities,Utilities,Utilities - Regulated Water,Russell1000,6.31,5.87,6.48,4.8,3.68,6.07,6.89,,rsi+analyst+upside,7.72,44.72,0.0689,0,0,0,,False,10732672000.0
531,SHC,Sotera Health,Healthcare,Diagnostics & Research,Russell1000,6.31,6.85,5.98,7.79,7.02,8.41,9.47,,rsi+analyst+upside,5.21,58.1,0.0066,1,0,0,,False,4599743488.0
532,KMB,Kimberly-Clark,Consumer Defensive,Household & Personal Products,SP500,6.3,6.78,6.04,6.84,6.76,6.09,7.82,,rsi+analyst+upside,5.81,57.03,0.0663,1,0,0,,False,33351706624.0
533,BAM,Brookfield Asset Management,Financial Services,Asset Management,Russell1000,6.29,3.89,7.75,4.66,2.52,6.81,8.95,,rsi+analyst+upside,7.77,40.09,-0.3161,0,0,0,,False,73931210752.0
534,SOFI,SoFi,Financial Services,Credit Services,Russell1000,6.29,5.33,7.66,6.8,6.25,5.73,9.55,,rsi+analyst+upside,3.74,54.98,0.0648,0,0,0,,False,20158279680.0
535,OHI,Omega Healthcare Investors,Real Estate,REIT - Healthcare Facilities,Russell1000,6.29,5.07,8.23,2.88,0.0,6.67,7.74,,rsi+analyst+upside,5.17,22.9,-0.5193,0,1,0,,False,14124376064.0
536,CHRW,C.H. Robinson,Industrials,Integrated Freight & Logistics,SP500,6.29,7.94,4.33,8.72,10.0,7.81,5.79,,rsi+analyst+upside,7.22,74.06,1.5053,1,1,0,,False,22096480256.0
537,NI,NiSource,Utilities,Utilities - Regulated Gas,SP500,6.29,5.62,6.59,5.43,3.88,8.5,7.0,,rsi+analyst+upside,7.29,45.5,-0.1159,0,1,0,,False,22291525632.0
